Conan the Barbarian,Universal Pictures,United States of America
Conan the Barbarian,Dino De Laurentiis Company,United States of America
Conan the Barbarian,Edward R. Pressman Film,United States of America
Conan the Barbarian,Estudios Churubusco Azteca S.A.,United States of America
An Officer and a Gentleman,Paramount,United States of America
An Officer and a Gentleman,Lorimar Film Entertainment,United States of America
The Secret of NIMH,United Artists,United States of America
The Secret of NIMH,Aurora,United States of America
The Secret of NIMH,Mrs. Brisby Ltd.,United States of America
The Secret of NIMH,Sullivan Bluth Studios,United States of America
Cat People,Universal Pictures,United States of America
Cat People,RKO Radio Pictures,United States of America
Pink Floyd: The Wall,Goldcrest Films International,United Kingdom
Pink Floyd: The Wall,Tin Blue,United States of America
Pink Floyd: The Wall,Metro-Goldwyn-Mayer,United States of America
Firefox,Malpaso Productions,United States of America
Victor Victoria,Peerford Ltd.,United States of America
Victor Victoria,Artista Management,United States of America
Victor Victoria,Metro-Goldwyn-Mayer,United States of America
Annie,Columbia Pictures,United States of America
Annie,Rastar Pictures,United States of America
The Last American Virgin,Golan-Globus Productions,United States of America
The Last American Virgin,Cannon Group,United States of America
The Dark Crystal,Universal Pictures,United States of America
The Dark Crystal,Jim Henson Productions,United States of America
The Dark Crystal,Incorporated Television Company (ITC),United Kingdom
The Dark Crystal,Henson Associates (HA),United States of America
Star Trek II: The Wrath of Khan,Paramount,United States of America
Fanny and Alexander,Cinematograph AB,United States of America
Fanny and Alexander,Tobis Filmkunst,United States of America
Fanny and Alexander,Svenska Filminstitutet,Sweden
Fanny and Alexander,SVT,Sweden
Fast Times at Ridgemont High,Refugee Films,United States of America
Fast Times at Ridgemont High,Universal Pictures,United States of America
48 Hrs.,Paramount,United States of America
The King of Comedy,Embassy International Pictures,United States of America
The King of Comedy,20th Century Fox,United States of America
The Verdict,20th Century Fox,United States of America
Sophie's Choice,Incorporated Television Company,United States of America
Sophie's Choice,Keith Barish Productions,United States of America
Swamp Thing,DC Comics,United States of America
Swamp Thing,DC Entertainment,United States of America
Swamp Thing,AVCO Embassy Pictures,United States of America
Airplane II: The Sequel,Paramount,United States of America
Fitzcarraldo,Werner Herzog Filmproduktion,United States of America
Fitzcarraldo,Pro-ject Filmproduktion,United States of America
Fitzcarraldo,ZDF,Germany
Fitzcarraldo,Wildlife Films Peru,United States of America
Fitzcarraldo,Filmverlag der Autoren,United States of America
Koyaanisqatsi,IRE Productions,United States of America
Koyaanisqatsi,Santa Fe Institute for Regional Education,United States of America
Tootsie,Mirage Enterprises,United States of America
Tootsie,Punch Productions,United States of America
Tootsie,Delphi Films,United States of America
Tootsie,Columbia Pictures,United States of America
Class of 1984,Guerilla High Productions,United States of America
The World According to Garp,Pan Arts,United States of America
The World According to Garp,Warner Bros. Pictures,United States of America
Creepshow,Creepshow Films Inc.,United States of America
Creepshow,Warner Bros. Pictures,United States of America
Creepshow,Laurel Entertainment,United States of America
Creepshow,United Film Distribution Company (UFDC),United States of America
Amityville II: The Possession,Dino De Laurentiis Company,United States of America
Amityville II: The Possession,Media Transactions,United States of America
The Beastmaster,Antares Produzione Cinematografica,United States of America
The Beastmaster,Metro-Goldwyn-Mayer,United States of America
Death Wish II,Cannon Group,United States of America
Death Wish II,Golan-Globus Productions,United States of America
Death Wish II,Filmways Pictures,United States of America
Death Wish II,City Film,United States of America
The Troops & Troop-ettes,Société Nouvelle de Cinématographie,United States of America
The Troops & Troop-ettes,SND,France
The Slumber Party Massacre,Santa Fe Productions (I),United States of America
Missing,Universal Pictures,United States of America
Evil Under the Sun,EMI Films,United Kingdom
Evil Under the Sun,G.W. Films,United States of America
Evil Under the Sun,Titan Productions,United States of America
Summer Lovers,Filmways Pictures,United States of America
Tenebrae,Sigma Cinematografica Roma,United States of America
The Entity,American Cinema Productions,United States of America
The Entity,20th Century Fox,United States of America
Piranha II: The Spawning,Brouwersgracht Investments,United States of America
Piranha II: The Spawning,Chako Film Company,United States of America
Basket Case,Basket Case Productions,United States of America
Night Shift,The Ladd Company,United States of America
Night Shift,Warner Bros. Pictures,United States of America
Amor Estranho Amor,Cinearte Produções Cinematográficas,Brazil
A Midsummer Night's Sex Comedy,Orion Pictures,United States of America
All My Friends Part 2,BBDD Productions,Spain
Dead Men Don't Wear Plaid,Universal Pictures,United States of America
Dead Men Don't Wear Plaid,Aspen Film Society,United States of America
Trail of the Pink Panther,Titan Productions,United States of America
Trail of the Pink Panther,Blake Edwards,United States of America
Trail of the Pink Panther,United Artists,United States of America
Trail of the Pink Panther,Lakeline Productions,United States of America
Trail of the Pink Panther,Amjo Productions,United States of America
White Dog,Paramount,United States of America
Pieces,Almena Films,United States of America
Pieces,Film Ventures International (FVI),United States of America
Pieces,Fort Films,United States of America
Pieces,Montoro Productions Ltd.,United States of America
Pieces,Filmirage,United States of America
Zapped!,City Films,United States of America
Zapped!,Thunder Associates,United States of America
Zapped!,Apple / Rose,United States of America
Santa Claus Is a Stinker,Trinacra Films,United States of America
Santa Claus Is a Stinker,Films A2,France
Santa Claus Is a Stinker,Les Films du Splendid,United States of America
The New York Ripper,Fulvia Film,Italy
Turkey Shoot,FGH,United States of America
Turkey Shoot,Hemdale Film,United States of America
Turkey Shoot,Filmco Limited,United States of America
The Border,Universal Pictures,United States of America
The Border,Efer Productions,United States of America
The Border,RKO Radio Pictures,United States of America
Monty Python Live at the Hollywood Bowl,HandMade Films,United States of America
Monty Python Live at the Hollywood Bowl,Columbia Pictures,United States of America
Ace of Aces,Bavaria Film,Germany
Ace of Aces,Rialto Films,United States of America
Ace of Aces,Gaumont International,United States of America
Ace of Aces,Cerito Films,United States of America
Deathtrap,Warner Bros. Pictures,United States of America
Banana Joe,Lisa-Film,United States of America
Banana Joe,Derby Cinematografica,United States of America
The Toy,Delphi Films,United States of America
The Toy,Columbia Pictures,United States of America
The Toy,Rastar Films,United States of America
The Snowman,Snowman Enterprise,United States of America
Honkytonk Man,Malpaso Productions,United States of America
Q,Larco Productions,United States of America
Q,Arkoff International,United States of America
Q,United Film Distribution Company (UFDC),United States of America
Made in Britain,ITV Central,United Kingdom
Vincent,Walt Disney Productions,United States of America
The Party 2,Production Marcel Dassault,United States of America
The Party 2,Gaumont,France
The Party 2,Gaumont International,United States of America
The Man from Snowy River,Snowy River Investment Pty. Ltd.,United States of America
The Man from Snowy River,Cambridge Productions,United States of America
The Man from Snowy River,Michael Edgley International,United States of America
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,Warner Bros. Pictures,United States of America
Vieni avanti cretino,San Francisco Film,Italy
Les sous-doués en vacances,BBDD Productions,Spain
The Year of Living Dangerously,McElroy & McElroy,United States of America
Diner,Metro-Goldwyn-Mayer,United States of America
Author! Author!,20th Century Fox,United States of America
Xtro,Amalgamated Film Enterprises,United States of America
Xtro,New Line Cinema,United States of America
Silent Rage,Topkick Productions,United States of America
Silent Rage,Columbia Pictures,United States of America
The Beach Girls,Crown International Pictures,United States of America
